season,player,player_id,age,team,pos,g,gs,mp,per,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp,cluster
2025,Kentavious Caldwell-Pope,caldwke01,31.0,ORL,SG,77,77.0,2279.0,9.9,0.574,0.607,0.175,1.6,7.2,4.3,8.7,2.2,1.4,9.6,12.4,1.5,3.1,4.6,0.096,-3.0,1.6,-1.4,0.3,2
2025,Alex Caruso,carusal01,30.0,OKC,SG,54,3.0,1041.0,15.9,0.568,0.541,0.162,4.0,12.2,8.2,16.6,4.0,2.9,9.9,15.2,1.6,2.3,3.9,0.18,0.1,3.9,4.0,1.6,1
2025,Max Christie,chrisma02,21.0,2TM,SG,78,36.0,2127.0,10.4,0.57,0.532,0.258,2.0,11.2,6.7,9.2,1.5,1.3,11.8,15.2,1.1,1.6,2.7,0.06,-2.1,-0.5,-2.5,-0.3,2
2025,Max Christie,chrisma02,21.0,LAL,SG,46,25.0,1154.0,10.6,0.598,0.566,0.302,2.5,9.3,6.0,7.7,1.5,1.7,10.7,13.9,1.0,0.9,2.0,0.081,-1.8,0.0,-1.8,0.0,2
2025,Max Christie,chrisma02,21.0,DAL,SG,32,11.0,973.0,10.2,0.543,0.5,0.215,1.5,13.4,7.6,11.0,1.4,0.9,12.9,16.8,0.0,0.7,0.7,0.035,-2.4,-1.0,-3.4,-0.3,2
2025,Jaylen Clark,clarkja02,23.0,MIN,SG,40,4.0,522.0,12.0,0.598,0.425,0.308,5.6,5.6,5.6,6.7,3.4,0.4,5.5,12.0,0.9,0.7,1.6,0.147,-2.9,2.7,-0.2,0.2,2
2025,Jordan Clarkson,clarkjo01,32.0,UTA,SG,37,9.0,962.0,14.5,0.54,0.471,0.29,2.8,10.4,6.6,22.9,1.5,0.9,13.4,27.8,0.2,0.2,0.4,0.021,0.6,-2.1,-1.5,0.1,0
2025,Amir Coffey,coffeam01,27.0,LAC,SG,72,13.0,1748.0,11.2,0.614,0.484,0.253,2.1,8.2,5.2,6.1,1.1,0.4,7.4,15.3,2.4,1.7,4.0,0.111,-1.5,-0.2,-1.7,0.1,2
2025,Pat Connaughton,connapa01,32.0,MIL,SG,41,1.0,603.0,12.1,0.567,0.458,0.175,3.6,15.6,9.8,15.8,0.7,1.7,11.2,15.6,0.6,0.6,1.2,0.093,-1.4,-0.8,-2.3,0.0,2
2025,Seth Curry,curryse01,34.0,CHO,SG,68,14.0,1062.0,12.2,0.616,0.531,0.114,2.4,9.1,5.7,8.8,1.3,0.6,8.2,15.7,1.3,0.5,1.8,0.08,-0.8,-0.9,-1.7,0.1,2
2025,Dyson Daniels,daniedy01,21.0,ATL,SG,76,76.0,2571.0,15.6,0.545,0.255,0.152,5.1,14.2,9.6,17.9,4.2,2.0,13.6,18.2,1.3,3.7,5.0,0.093,-1.1,2.6,1.5,2.3,1
2025,Gradey Dick,dickgr01,21.0,TOR,SG,54,54.0,1587.0,10.9,0.543,0.504,0.24,2.9,10.3,6.5,8.9,1.5,0.6,10.4,21.0,0.2,1.2,1.4,0.042,-1.9,-1.3,-3.2,-0.5,2
2025,Donte DiVincenzo,divindo01,28.0,MIN,SG,62,10.0,1606.0,14.1,0.582,0.739,0.106,2.2,13.3,7.9,20.2,2.2,1.0,13.8,19.4,1.6,2.2,3.9,0.115,0.8,1.1,1.9,1.6,2
2025,Ayo Dosunmu,dosunay01,25.0,CHI,SG,46,26.0,1394.0,12.8,0.585,0.421,0.176,2.0,10.0,6.1,20.2,1.4,1.1,12.5,16.6,1.6,1.0,2.5,0.087,-1.4,-0.2,-1.6,0.1,2
2025,Anthony Edwards,edwaran01,23.0,MIN,SG,79,79.0,2871.0,20.1,0.595,0.503,0.308,2.4,14.8,8.7,20.9,1.6,1.7,12.0,31.4,4.6,3.8,8.4,0.14,4.4,0.0,4.3,4.6,0
2025,Keon Ellis,elliske01,25.0,SAC,SG,80,28.0,1948.0,13.5,0.664,0.692,0.185,3.4,8.8,6.1,8.0,3.0,3.2,12.4,12.7,2.7,2.2,5.0,0.122,-0.1,2.0,1.9,1.9,2
2025,Kyshawn George,georgky01,21.0,WAS,SG,68,38.0,1802.0,8.8,0.503,0.648,0.17,2.8,13.7,8.2,13.3,1.8,2.5,14.2,15.9,-0.9,1.1,0.1,0.003,-3.8,-0.3,-4.1,-0.9,1
2025,Eric Gordon,gordoer01,36.0,PHI,SG,39,13.0,768.0,10.8,0.591,0.672,0.235,1.1,5.8,3.4,12.0,1.7,1.5,11.1,14.4,0.7,0.2,0.9,0.053,-0.8,-0.8,-1.6,0.1,2
2025,A.J. Green,greenaj01,25.0,MIL,SG,73,7.0,1659.0,9.2,0.621,0.856,0.064,1.2,9.8,5.7,8.5,1.1,0.4,8.4,12.6,1.6,1.3,2.8,0.082,-1.7,-0.4,-2.2,-0.1,2
2025,Javonte Green,greenja02,31.0,2TM,SG,68,19.0,1258.0,10.7,0.541,0.491,0.265,5.0,13.9,9.4,5.9,2.5,2.4,9.1,11.8,0.7,0.9,1.6,0.063,-2.8,0.5,-2.3,-0.1,2
2025,Javonte Green,greenja02,31.0,NOP,SG,50,18.0,1092.0,10.8,0.569,0.482,0.295,4.7,13.1,8.8,5.5,2.4,2.6,10.0,10.9,0.8,0.6,1.4,0.063,-2.5,0.3,-2.2,0.0,2
2025,Jalen Green,greenja05,22.0,HOU,SG,82,82.0,2697.0,15.1,0.544,0.46,0.234,1.7,13.4,7.4,16.0,1.3,0.9,11.4,27.3,1.9,3.2,5.1,0.092,1.1,-0.5,0.5,1.7,0
2025,Josh Green,greenjo02,24.0,CHO,SG,68,67.0,1887.0,7.8,0.559,0.589,0.171,3.1,6.7,4.9,8.2,1.9,0.8,13.4,11.8,0.4,1.0,1.5,0.037,-4.5,0.2,-4.3,-1.1,2
2025,Quentin Grimes,grimequ01,24.0,2TM,SG,75,37.0,2013.0,15.9,0.595,0.512,0.26,3.2,14.7,8.9,17.7,1.8,1.0,13.3,22.8,2.0,1.4,3.4,0.081,1.3,-0.9,0.4,1.2,0
2025,Quentin Grimes,grimequ01,24.0,DAL,SG,47,12.0,1070.0,13.3,0.599,0.551,0.222,3.1,14.9,9.1,13.2,1.4,0.8,13.2,18.5,1.0,0.8,1.7,0.078,0.1,-0.4,-0.3,0.5,2
2025,Quentin Grimes,grimequ01,24.0,PHI,SG,28,25.0,943.0,18.8,0.592,0.48,0.29,3.3,14.5,8.7,22.7,2.2,1.2,13.4,27.5,1.0,0.6,1.6,0.083,2.7,-1.5,1.2,0.8,0
2025,Tim Hardaway Jr.,hardati02,32.0,DET,SG,77,77.0,2153.0,9.8,0.567,0.672,0.213,0.9,8.4,4.7,7.6,0.8,0.3,6.1,15.5,2.1,1.4,3.5,0.077,-1.1,-0.9,-2.1,0.0,2
